year,rank,country,happiness,GDP,social_support,healthy,freedom,generosity,corruption,rank,happiness,GDP,social_support2019,healthy,freedom2019,generosity,corruption,rank2020,happiness,GDP,social_support,healthy,freedom,generosity,corruption,dystopia2020,rank2021,happiness,GDP,social_support,healthy,freedom,generosity,corruption,dystopia2021,rank2022,happiness,GDP,social_support,healthy,freedom,generosity,corruption,dystopia2022
2021,,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,35.0,6.33,1.028,0.944,0.571,0.514,0.142,0.117,3.015,,,,,,,,,
2021,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,36.0,6.317,1.126,0.83,0.634,0.585,0.092,0.089,2.961,,,,,,,,,
2021,,Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,37.0,6.309,0.891,0.932,0.599,0.618,0.099,0.035,3.135,,,,,,,,,
2021,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,38.0,6.255,1.35,1.065,0.612,0.476,0.056,0.073,2.624,,,,,,,,,
2021,,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,39.0,6.223,1.377,0.765,0.801,0.464,0.178,0.061,2.578,,,,,,,,,
2021,,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,40.0,6.189,1.344,1.079,0.64,0.641,0.119,0.263,2.103,,,,,,,,,
2021,,Panama,,,,,,,,,,,,,,,,,,,,,,,,,41.0,6.18,1.298,0.976,0.667,0.596,0.079,0.053,2.509,,,,,,,,,
2021,,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,42.0,6.179,0.769,1.027,0.528,0.716,0.391,0.271,2.477,,,,,,,,,
2021,,Chile,,,,,,,,,,,,,,,,,,,,,,,,,43.0,6.172,1.2,0.946,0.678,0.438,0.159,0.07,2.682,,,,,,,,,
2021,,Poland,,,,,,,,,,,,,,,,,,,,,,,,,44.0,6.166,1.309,0.982,0.668,0.558,0.08,0.13,2.438,,,,,,,,,
2021,,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,45.0,6.152,1.23,1.103,0.527,0.573,0.143,0.132,2.446,,,,,,,,,
2021,,Romania,,,,,,,,,,,,,,,,,,,,,,,,,46.0,6.14,1.275,0.832,0.595,0.564,0.045,0.001,2.83,,,,,,,,,
2021,,Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,47.0,6.106,1.461,0.857,0.58,0.591,0.12,0.13,2.368,,,,,,,,,
2021,,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,48.0,6.078,1.101,0.924,0.634,0.482,0.189,0.066,2.682,,,,,,,,,
2021,,El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,49.0,6.061,0.845,0.675,0.565,0.615,0.116,0.16,3.085,,,,,,,,,
2021,,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,50.0,6.049,1.178,0.996,0.574,0.59,0.153,0.096,2.462,,,,,,,,,
2021,,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,51.0,6.032,1.285,1.047,0.587,0.405,0.082,0.089,2.536,,,,,,,,,
2021,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,52.0,6.012,1.021,0.866,0.615,0.554,0.1,0.063,2.794,,,,,,,,,
2021,,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,53.0,5.992,1.301,1.083,0.615,0.454,0.067,0.04,2.432,,,,,,,,,
2021,,Thailand,,,,,,,,,,,,,,,,,,,,,,,,,54.0,5.985,1.107,0.957,0.596,0.611,0.375,0.028,2.309,,,,,,,,,
2021,,Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,55.0,5.972,0.693,0.904,0.604,0.553,0.201,0.176,2.841,,,,,,,,,
2021,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,56.0,5.94,1.389,0.949,0.838,0.504,0.02,0.192,2.048,,,,,,,,,
2021,,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,57.0,5.929,1.162,0.98,0.646,0.544,0.069,0.067,2.461,,,,,,,,,
2021,,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,58.0,5.929,1.323,0.939,0.76,0.621,0.029,0.033,2.225,,,,,,,,,
2021,,Honduras,,,,,,,,,,,,,,,,,,,,,,,,,59.0,5.919,0.703,0.787,0.593,0.578,0.241,0.083,2.934,,,,,,,,,
2021,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,60.0,5.882,1.251,1.039,0.703,0.453,0.111,0.0,2.325,,,,,,,,,
2021,,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,61.0,5.88,0.853,0.828,0.426,0.651,0.125,0.126,2.872,,,,,,,,,
2021,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,62.0,5.845,1.403,0.758,0.801,0.353,0.134,0.135,2.262,,,,,,,,,
2021,,Peru,,,,,,,,,,,,,,,,,,,,,,,,,63.0,5.84,0.986,0.833,0.623,0.536,0.087,0.031,2.744,,,,,,,,,
2021,,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,64.0,5.813,1.032,0.919,0.618,0.395,0.261,0.005,2.583,,,,,,,,,
2021,,Moldova,,,,,,,,,,,,,,,,,,,,,,,,,65.0,5.766,0.985,0.888,0.542,0.536,0.137,0.013,2.665,,,,,,,,,
2021,,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,66.0,5.764,0.935,0.806,0.64,0.56,0.107,0.062,2.653,,,,,,,,,
2021,,Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,67.0,5.744,0.665,0.971,0.501,0.673,0.266,0.02,2.648,,,,,,,,,
2021,,Greece,,,,,,,,,,,,,,,,,,,,,,,,,68.0,5.723,1.273,0.811,0.76,0.243,0.0,0.074,2.561,,,,,,,,,
2021,,Bolivia,,,,,,,,,,,,,,,,,,,,,,,,,69.0,5.716,0.842,0.782,0.486,0.6,0.138,0.064,2.805,,,,,,,,,
2021,,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,70.0,5.677,0.966,1.065,0.442,0.397,0.263,0.053,2.492,,,,,,,,,
2021,,Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,71.0,5.653,0.983,0.97,0.549,0.602,0.206,0.037,2.306,,,,,,,,,
2021,,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,72.0,5.581,1.155,0.891,0.637,0.397,0.166,0.081,2.254,,,,,,,,,
2021,,Dominican Republic,,,,,,,,,,,,,,,,,,,,,,,,,73.0,5.545,1.106,0.879,0.555,0.581,0.101,0.144,2.178,,,,,,,,,
2021,,North Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,74.0,5.536,1.377,0.806,0.801,0.503,0.196,0.2,1.653,,,,,,,,,
2021,,Belarus,,,,,,,,,,,,,,,,,,,,,,,,,75.0,5.534,1.124,1.007,0.56,0.326,0.07,0.199,2.247,,,,,,,,,
2021,,Russia,,,,,,,,,,,,,,,,,,,,,,,,,76.0,5.477,1.241,0.992,0.511,0.409,0.115,0.06,2.148,,,,,,,,,
2021,,Hong Kong S.A.R. of China,,,,,,,,,,,,,,,,,,,,,,,,,77.0,5.477,1.525,0.841,0.893,0.408,0.232,0.342,1.236,,,,,,,,,
2021,,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,78.0,5.466,0.508,0.895,0.498,0.548,0.152,0.247,2.619,,,,,,,,,
2021,,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,79.0,5.411,0.817,0.873,0.616,0.679,0.124,0.091,2.211,,,,,,,,,
2021,,Libya,,,,,,,,,,,,,,,,,,,,,,,,,80.0,5.41,1.044,0.821,0.435,0.474,0.131,0.174,2.331,,,,,,,,,
2021,,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,81.0,5.384,1.259,0.797,0.587,0.624,0.27,0.064,1.784,,,,,,,,,
2021,,Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,82.0,5.345,0.954,0.786,0.433,0.598,0.541,0.046,1.987,,,,,,,,,
2021,,Congo (Brazzaville),,,,,,,,,,,,,,,,,,,,,,,,,83.0,5.342,0.518,0.392,0.307,0.381,0.144,0.124,3.476,,,,,,,,,
2021,,China,,,,,,,,,,,,,,,,,,,,,,,,,84.0,5.339,1.061,0.785,0.665,0.636,0.093,0.117,1.982,,,,,,,,,
2021,,Ivory Coast,,,,,,,,,,,,,,,,,,,,,,,,,85.0,5.306,0.669,0.409,0.052,0.438,0.177,0.092,3.469,,,,,,,,,
2021,,Armenia,,,,,,,,,,,,,,,,,,,,,,,,,86.0,5.283,0.996,0.758,0.585,0.54,0.079,0.198,2.127,,,,,,,,,
2021,,Nepal,,,,,,,,,,,,,,,,,,,,,,,,,87.0,5.269,0.519,0.702,0.496,0.488,0.287,0.135,2.642,,,,,,,,,
2021,,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,88.0,5.266,1.181,1.055,0.583,0.494,0.125,0.005,1.823,,,,,,,,,
2021,,Maldives,,,,,,,,,,,,,,,,,,,,,,,,,89.0,5.198,1.115,1.015,0.697,0.575,0.204,0.073,1.52,,,,,,,,,
2021,,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,90.0,5.171,1.025,0.841,0.541,0.526,0.043,0.276,1.919,,,,,,,,,
2021,,Cameroon,,,,,,,,,,,,,,,,,,,,,,,,,91.0,5.142,0.543,0.556,0.159,0.425,0.205,0.058,3.195,,,,,,,,,
2021,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,92.0,5.132,0.518,0.558,0.357,0.381,0.158,0.088,3.071,,,,,,,,,
2021,,Albania,,,,,,,,,,,,,,,,,,,,,,,,,93.0,5.117,1.008,0.529,0.646,0.491,0.168,0.024,2.25,,,,,,,,,
2021,,North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,94.0,5.101,1.068,0.772,0.535,0.45,0.212,0.022,2.042,,,,,,,,,
2021,,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,95.0,5.088,0.68,0.595,0.287,0.517,0.268,0.058,2.684,,,,,,,,,
2021,,Niger,,,,,,,,,,,,,,,,,,,,,,,,,96.0,5.074,0.162,0.402,0.167,0.516,0.2,0.157,3.47,,,,,,,,,
2021,,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,97.0,5.066,1.046,1.172,0.439,0.602,0.366,0.033,1.409,,,,,,,,,
2021,,Gambia,,,,,,,,,,,,,,,,,,,,,,,,,98.0,5.051,0.367,0.511,0.21,0.384,0.465,0.123,2.99,,,,,,,,,
2021,,Benin,,,,,,,,,,,,,,,,,,,,,,,,,99.0,5.045,0.507,0.058,0.196,0.457,0.166,0.178,3.482,,,,,,,,,
2021,,Laos,,,,,,,,,,,,,,,,,,,,,,,,,100.0,5.03,0.808,0.598,0.33,0.643,0.268,0.179,2.204,,,,,,,,,
2021,,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,101.0,5.025,0.635,0.52,0.514,0.603,0.161,0.164,2.427,,,,,,,,,
2021,,Guinea,,,,,,,,,,,,,,,,,,,,,,,,,102.0,4.984,0.42,0.399,0.206,0.384,0.25,0.111,3.216,,,,,,,,,
2021,,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,103.0,4.956,0.967,0.895,0.265,0.447,0.144,0.051,2.187,,,,,,,,,
2021,,Turkey,,,,,,,,,,,,,,,,,,,,,,,,,104.0,4.948,1.26,0.809,0.59,0.236,0.097,0.104,1.852,,,,,,,,,
2021,,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,105.0,4.934,0.637,0.423,0.322,0.418,0.252,0.097,2.784,,,,,,,,,
2021,,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,106.0,4.918,0.792,0.219,0.558,0.477,0.034,0.088,2.749,,,,,,,,,
2021,,Venezuela,,,,,,,,,,,,,,,,,,,,,,,,,107.0,4.892,0.852,0.897,0.574,0.284,0.078,0.072,2.135,,,,,,,,,
2021,,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,108.0,4.891,1.03,0.47,0.498,0.488,0.032,0.181,2.191,,,,,,,,,
2021,,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,109.0,4.887,0.946,0.765,0.552,0.119,0.144,0.12,2.242,,,,,,,,,
2021,,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,110.0,4.875,0.979,0.958,0.517,0.417,0.181,0.01,1.813,,,,,,,,,
2021,,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,111.0,4.854,0.91,0.638,0.381,0.302,0.153,0.041,2.429,,,,,,,,,
2021,,Gabon,,,,,,,,,,,,,,,,,,,,,,,,,112.0,4.852,1.037,0.707,0.362,0.424,0.058,0.064,2.201,,,,,,,,,
2021,,Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,113.0,4.834,0.364,0.472,0.179,0.381,0.182,0.122,3.133,,,,,,,,,
2021,,Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,114.0,4.83,0.603,0.68,0.426,0.702,0.21,0.061,2.148,,,,,,,,,
2021,,Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,115.0,4.794,0.183,0.634,0.196,0.608,0.228,0.163,2.783,,,,,,,,,
2021,,Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,116.0,4.759,0.663,0.625,0.051,0.433,0.212,0.039,2.736,,,,,,,,,
2021,,Mali,,,,,,,,,,,,,,,,,,,,,,,,,117.0,4.723,0.387,0.59,0.11,0.384,0.164,0.072,3.016,,,,,,,,,
2021,,Iran,,,,,,,,,,,,,,,,,,,,,,,,,118.0,4.721,1.03,0.557,0.561,0.275,0.33,0.144,1.823,,,,,,,,,
2021,,Uganda,,,,,,,,,,,,,,,,,,,,,,,,,119.0,4.636,0.364,0.718,0.24,0.398,0.267,0.054,2.596,,,,,,,,,
2021,,Liberia,,,,,,,,,,,,,,,,,,,,,,,,,120.0,4.625,0.228,0.58,0.253,0.43,0.221,0.057,2.857,,,,,,,,,
2021,,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,121.0,4.607,0.603,0.508,0.385,0.483,0.375,0.073,2.18,,,,,,,,,
2021,,Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,122.0,4.596,0.919,0.515,0.59,0.334,0.057,0.044,2.138,,,,,,,,,
2021,,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,123.0,4.584,1.045,0.868,0.595,0.175,0.14,0.026,1.736,,,,,,,,,
2021,,Namibia,,,,,,,,,,,,,,,,,,,,,,,,,124.0,4.574,0.882,0.801,0.262,0.411,0.091,0.059,2.068,,,,,,,,,
2021,,Palestinian Territories,,,,,,,,,,,,,,,,,,,,,,,,,125.0,4.517,0.646,0.819,0.434,0.33,0.082,0.075,2.131,,,,,,,,,
2021,,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,126.0,4.426,0.666,0.713,0.341,0.601,0.52,0.178,1.407,,,,,,,,,
2021,,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,127.0,4.395,0.89,0.685,0.583,0.455,0.079,0.15,1.553,,,,,,,,,
2021,,Chad,,,,,,,,,,,,,,,,,,,,,,,,,128.0,4.355,0.255,0.353,0.0,0.24,0.215,0.084,3.209,,,,,,,,,
2021,,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,129.0,4.325,0.99,0.82,0.593,0.559,0.239,0.049,1.075,,,,,,,,,
2021,,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,130.0,4.308,0.849,0.693,0.074,0.323,0.067,0.147,2.155,,,,,,,,,
2021,,Comoros,,,,,,,,,,,,,,,,,,,,,,,,,131.0,4.289,0.488,0.367,0.279,0.202,0.241,0.101,2.61,,,,,,,,,
2021,,Egypt,,,,,,,,,,,,,,,,,,,,,,,,,132.0,4.283,0.954,0.647,0.426,0.446,0.069,0.092,1.648,,,,,,,,,
2021,,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,133.0,4.275,0.37,0.679,0.331,0.451,0.241,0.114,2.089,,,,,,,,,
2021,,Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,134.0,4.227,0.666,0.749,0.273,0.218,0.119,0.133,2.069,,,,,,,,,
2021,,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,135.0,4.208,0.266,0.503,0.341,0.207,0.185,0.087,2.62,,,,,,,,,
2021,,Togo,,,,,,,,,,,,,,,,,,,,,,,,,136.0,4.107,0.254,0.239,0.203,0.289,0.209,0.107,2.806,,,,,,,,,
2021,,Zambia,,,,,,,,,,,,,,,,,,,,,,,,,137.0,4.073,0.528,0.552,0.231,0.487,0.227,0.074,1.975,,,,,,,,,
2021,,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,138.0,3.849,0.279,0.377,0.1,0.408,0.243,0.047,2.396,,,,,,,,,
2021,,India,,,,,,,,,,,,,,,,,,,,,,,,,139.0,3.819,0.741,0.316,0.383,0.622,0.246,0.106,1.405,,,,,,,,,
2021,,Burundi,,,,,,,,,,,,,,,,,,,,,,,,,140.0,3.775,0.0,0.062,0.155,0.298,0.172,0.212,2.876,,,,,,,,,
2021,,Yemen,,,,,,,,,,,,,,,,,,,,,,,,,141.0,3.658,0.329,0.831,0.272,0.268,0.092,0.089,1.776,,,,,,,,,
2021,,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,142.0,3.623,0.433,0.54,0.3,0.549,0.307,0.231,1.263,,,,,,,,,
2021,,Haiti,,,,,,,,,,,,,,,,,,,,,,,,,143.0,3.615,0.294,0.173,0.227,0.257,0.463,0.139,2.06,,,,,,,,,
2021,,Malawi,,,,,,,,,,,,,,,,,,,,,,,,,144.0,3.6,0.113,0.168,0.298,0.484,0.213,0.134,2.19,,,,,,,,,
2021,,Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,145.0,3.512,0.451,0.731,0.007,0.405,0.103,0.015,1.8,,,,,,,,,
2021,,Botswana,,,,,,,,,,,,,,,,,,,,,,,,,146.0,3.467,1.099,0.724,0.34,0.539,0.027,0.088,0.648,,,,,,,,,
2021,,Rwanda,,,,,,,,,,,,,,,,,,,,,,,,,147.0,3.415,0.364,0.202,0.407,0.627,0.227,0.493,1.095,,,,,,,,,
2021,,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,148.0,3.145,0.457,0.649,0.243,0.359,0.157,0.075,1.205,,,,,,,,,
2021,,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,149.0,2.523,0.37,0.0,0.126,0.0,0.122,0.01,1.895,,,,,,,,,
2022,,Finland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,7.821,1.892,1.258,0.775,0.736,0.109,0.534,2.518
2022,,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.636,1.953,1.243,0.777,0.719,0.188,0.532,2.226
2022,,Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.557,1.936,1.32,0.803,0.718,0.27,0.191,2.32
2022,,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.512,2.026,1.226,0.822,0.677,0.147,0.461,2.153
2022,,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,7.415,1.945,1.206,0.787,0.651,0.271,0.419,2.137
2022,,Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,7.404,2.209,1.155,0.79,0.7,0.12,0.388,2.042
2022,,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.384,1.92,1.204,0.803,0.724,0.218,0.512,2.003
2022,,Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,7.365,1.997,1.239,0.786,0.728,0.217,0.474,1.925
2022,,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,7.364,1.826,1.221,0.818,0.568,0.155,0.143,2.634
2022,,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,7.2,1.852,1.235,0.752,0.68,0.245,0.483,1.954
2022,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,7.163,1.931,1.165,0.774,0.623,0.193,0.329,2.148
2022,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,7.162,1.9,1.203,0.772,0.676,0.258,0.341,2.011
2022,,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,7.041,2.129,1.166,0.779,0.627,0.19,0.408,1.743
2022,,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,7.034,1.924,1.088,0.776,0.585,0.163,0.358,2.142
2022,,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,7.025,1.886,1.188,0.783,0.659,0.217,0.368,1.924
2022,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,6.977,1.982,1.182,0.628,0.574,0.22,0.177,2.214
2022,,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,6.943,1.867,1.143,0.75,0.597,0.289,0.329,1.967
2022,,Czechia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,6.92,1.815,1.26,0.715,0.66,0.158,0.048,2.263
2022,,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,6.805,1.907,1.106,0.764,0.492,0.049,0.204,2.283
2022,,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,6.687,1.863,1.219,0.808,0.567,0.07,0.266,1.895
2022,,Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,6.647,1.854,1.029,0.625,0.693,0.199,0.155,2.092
2022,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,6.63,1.81,1.249,0.769,0.685,0.118,0.115,1.885
2022,,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,6.582,1.584,1.054,0.744,0.661,0.089,0.102,2.346
2022,,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,6.576,1.998,0.98,0.633,0.702,0.204,0.25,1.809
2022,,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,6.523,1.87,1.092,0.577,0.651,0.078,0.18,2.075
2022,,Taiwan Province of China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,6.512,1.897,1.095,0.733,0.542,0.075,0.168,2.002
2022,,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,6.48,2.149,1.127,0.851,0.672,0.163,0.587,0.932
2022,,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,6.477,1.719,1.006,0.655,0.605,0.039,0.006,2.446
2022,,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,6.476,1.808,1.211,0.808,0.505,0.101,0.149,1.893
2022,,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,6.474,1.615,1.18,0.672,0.665,0.103,0.265,1.974
2022,,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,6.467,1.834,1.052,0.801,0.412,0.085,0.059,2.222
2022,,Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,6.455,1.362,0.949,0.569,0.599,0.309,0.035,2.631
2022,,Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,6.447,1.838,1.169,0.789,0.679,0.174,0.166,1.631
2022,,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,6.446,1.804,1.204,0.659,0.496,0.053,0.077,2.153
2022,,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,6.391,1.736,1.232,0.707,0.479,0.118,0.025,2.094
2022,,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,6.341,1.793,1.232,0.728,0.689,0.123,0.333,1.442
2022,,Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,6.309,1.715,1.107,0.709,0.592,0.049,0.051,2.086
2022,,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,6.293,1.462,1.044,0.615,0.546,0.131,0.134,2.361
2022,,Guatemala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,6.262,1.274,0.831,0.522,0.662,0.112,0.115,2.746
2022,,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,6.234,1.668,1.22,0.611,0.584,0.134,0.157,1.86
2022,,Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,6.221,1.815,0.909,0.819,0.448,0.123,0.062,2.044
2022,,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,6.18,1.732,1.221,0.637,0.502,0.075,0.09,1.923
2022,,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,6.178,1.55,1.086,0.658,0.546,0.219,0.088,2.031
2022,,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,6.172,1.651,1.08,0.748,0.46,0.124,0.069,2.04
2022,,Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,6.165,1.105,1.029,0.617,0.617,0.168,0.212,2.418
2022,,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,6.128,1.552,0.886,0.623,0.621,0.092,0.115,2.239
2022,,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,6.125,1.705,1.183,0.709,0.535,0.109,0.0,1.884
2022,,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,6.123,1.758,1.174,0.712,0.523,0.124,0.14,1.693
2022,,El Salvador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,6.12,1.265,0.768,0.607,0.666,0.089,0.212,2.514
2022,,Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,6.106,1.904,0.983,0.747,0.617,0.087,0.147,1.621
2022,,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,6.086,1.748,1.233,0.668,0.485,0.078,0.064,1.812
2022,,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,6.071,1.591,1.116,0.568,0.589,0.131,0.107,1.969
2022,,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,6.063,1.219,1.092,0.6,0.716,0.283,0.24,1.913
2022,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,6.039,1.835,1.089,0.866,0.537,0.007,0.218,1.487
2022,,Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,6.022,1.111,0.885,0.555,0.582,0.202,0.076,2.611
2022,,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,6.016,1.76,1.078,0.777,0.655,0.016,0.039,1.691
2022,,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,5.967,1.592,1.102,0.662,0.555,0.081,0.085,1.891
2022,,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,5.948,1.703,0.98,0.774,0.249,0.015,0.108,2.119
2022,,South Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,5.935,1.851,0.886,0.841,0.414,0.111,0.176,1.656
2022,,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,5.904,1.268,0.912,0.514,0.678,0.107,0.142,2.283
